parquet_column,parquet_type,app_equivalent,human_alias,app_type,code_map
"Sexo feminino, 30 a 34 anos",BIGINT,,,,
"Sexo feminino, 35 a 39 anos",BIGINT,,,,
"Sexo feminino, 40 a 44 anos",BIGINT,,,,
"Sexo feminino, 45 a 49 anos",BIGINT,,,,
"Sexo feminino, 50 a 54 anos",BIGINT,,,,
"Sexo feminino, 55 a 59 anos",BIGINT,,,,
"Sexo feminino, 60 a 64 anos",BIGINT,,,,
"Sexo feminino, 65 a 69 anos",BIGINT,,,,
"Sexo feminino, 70 a 79 anos",BIGINT,,,,
"Sexo feminino, 80 anos ou mais",BIGINT,,,,
"Pessoas alfabetizadas, 15 a 19 anos",BIGINT,,,,
"Pessoas alfabetizadas, 20 a 24 anos",BIGINT,,,,
"Pessoas alfabetizadas, 25 a 29 anos",BIGINT,,,,
"Pessoas alfabetizadas, 30 a 34 anos",BIGINT,,,,
"Pessoas alfabetizadas, 35 a 39 anos",BIGINT,,,,
"Pessoas alfabetizadas, 40 a 44 anos",BIGINT,,,,
"Pessoas alfabetizadas, 45 a 49 anos",BIGINT,,,,
"Pessoas alfabetizadas, 50 a 54 anos",BIGINT,,,,
"Pessoas alfabetizadas, 55 a 59 anos",BIGINT,,,,
"Pessoas alfabetizadas, 60 a 64 anos",BIGINT,,,,
"Pessoas alfabetizadas, 65 a 69 anos",BIGINT,,,,
"Pessoas alfabetizadas, 70 a 79 anos",BIGINT,,,,
"Pessoas alfabetizadas, 80 anos ou mais",BIGINT,,,,
"Pessoas alfabetizadas, 15 a 19 anos, Cor ou raça é branca",BIGINT,,,,
"Pessoas alfabetizadas, 15 a 19 anos, Cor ou raça é preta",BIGINT,,,,
"Pessoas alfabetizadas, 15 a 19 anos, Cor ou raça é amarela",BIGINT,,,,
"Pessoas alfabetizadas, 15 a 19 anos, Cor ou raça é parda",BIGINT,,,,
"Pessoas alfabetizadas, 15 a 19 anos, Cor ou raça é indígena",BIGINT,,,,
"Pessoas alfabetizadas, 20 a 24 anos, Cor ou raça é branca",BIGINT,,,,
"Pessoas alfabetizadas, 20 a 24 anos, Cor ou raça é preta",BIGINT,,,,
"Pessoas alfabetizadas, 20 a 24 anos, Cor ou raça é amarela",BIGINT,,,,
"Pessoas alfabetizadas, 20 a 24 anos, Cor ou raça é parda",BIGINT,,,,
"Pessoas alfabetizadas, 20 a 24 anos, Cor ou raça é indígena",BIGINT,,,,
"Pessoas alfabetizadas, 25 a 29 anos, Cor ou raça é branca",BIGINT,,,,
"Pessoas alfabetizadas, 25 a 29 anos, Cor ou raça é preta",BIGINT,,,,
"Pessoas alfabetizadas, 25 a 29 anos, Cor ou raça é amarela",BIGINT,,,,
"Pessoas alfabetizadas, 25 a 29 anos, Cor ou raça é parda",BIGINT,,,,
"Pessoas alfabetizadas, 25 a 29 anos, Cor ou raça é indígena",BIGINT,,,,
"Pessoas alfabetizadas, 30 a 34 anos, Cor ou raça é branca",BIGINT,,,,
"Pessoas alfabetizadas, 30 a 34 anos, Cor ou raça é preta",BIGINT,,,,
"Pessoas alfabetizadas, 30 a 34 anos, Cor ou raça é amarela",BIGINT,,,,
"Pessoas alfabetizadas, 30 a 34 anos, Cor ou raça é parda",BIGINT,,,,
"Pessoas alfabetizadas, 30 a 34 anos, Cor ou raça é indígena",BIGINT,,,,
"Pessoas alfabetizadas, 35 a 39 anos, Cor ou raça é branca",BIGINT,,,,
"Pessoas alfabetizadas, 35 a 39 anos, Cor ou raça é preta",BIGINT,,,,
"Pessoas alfabetizadas, 35 a 39 anos, Cor ou raça é amarela",BIGINT,,,,
"Pessoas alfabetizadas, 35 a 39 anos, Cor ou raça é parda",BIGINT,,,,
"Pessoas alfabetizadas, 35 a 39 anos, Cor ou raça é indígena",BIGINT,,,,
"Pessoas alfabetizadas, 40 a 44 anos, Cor ou raça é branca",BIGINT,,,,
"Pessoas alfabetizadas, 40 a 44 anos, Cor ou raça é preta",BIGINT,,,,
"Pessoas alfabetizadas, 40 a 44 anos, Cor ou raça é amarela",BIGINT,,,,
"Pessoas alfabetizadas, 40 a 44 anos, Cor ou raça é parda",BIGINT,,,,
"Pessoas alfabetizadas, 40 a 44 anos, Cor ou raça é indígena",BIGINT,,,,
"Pessoas alfabetizadas, 45 a 49 anos, Cor ou raça é branca",BIGINT,,,,
"Pessoas alfabetizadas, 45 a 49 anos, Cor ou raça é preta",BIGINT,,,,
"Pessoas alfabetizadas, 45 a 49 anos, Cor ou raça é amarela",BIGINT,,,,
"Pessoas alfabetizadas, 45 a 49 anos, Cor ou raça é parda",BIGINT,,,,
"Pessoas alfabetizadas, 45 a 49 anos, Cor ou raça é indígena",BIGINT,,,,
"Pessoas alfabetizadas, 50 a 54 anos, Cor ou raça é branca",BIGINT,,,,
"Pessoas alfabetizadas, 50 a 54 anos, Cor ou raça é preta",BIGINT,,,,
"Pessoas alfabetizadas, 50 a 54 anos, Cor ou raça é amarela",BIGINT,,,,
"Pessoas alfabetizadas, 50 a 54 anos, Cor ou raça é parda",BIGINT,,,,
"Pessoas alfabetizadas, 50 a 54 anos, Cor ou raça é indígena",BIGINT,,,,
"Pessoas alfabetizadas, 55 a 59 anos, Cor ou raça é branca",BIGINT,,,,
"Pessoas alfabetizadas, 55 a 59 anos, Cor ou raça é preta",BIGINT,,,,
"Pessoas alfabetizadas, 55 a 59 anos, Cor ou raça é amarela",BIGINT,,,,
"Pessoas alfabetizadas, 55 a 59 anos, Cor ou raça é parda",BIGINT,,,,
"Pessoas alfabetizadas, 55 a 59 anos, Cor ou raça é indígena",BIGINT,,,,
"Pessoas alfabetizadas, 60 a 64 anos, Cor ou raça é branca",BIGINT,,,,
"Pessoas alfabetizadas, 60 a 64 anos, Cor ou raça é preta",BIGINT,,,,
"Pessoas alfabetizadas, 60 a 64 anos, Cor ou raça é amarela",BIGINT,,,,
"Pessoas alfabetizadas, 60 a 64 anos, Cor ou raça é parda",BIGINT,,,,
"Pessoas alfabetizadas, 60 a 64 anos, Cor ou raça é indígena",BIGINT,,,,
"Pessoas alfabetizadas, 65 a 69 anos, Cor ou raça é branca",BIGINT,,,,
"Pessoas alfabetizadas, 65 a 69 anos, Cor ou raça é preta",BIGINT,,,,
"Pessoas alfabetizadas, 65 a 69 anos, Cor ou raça é amarela",BIGINT,,,,
"Pessoas alfabetizadas, 65 a 69 anos, Cor ou raça é parda",BIGINT,,,,
"Pessoas alfabetizadas, 65 a 69 anos, Cor ou raça é indígena",BIGINT,,,,
"Pessoas alfabetizadas, 70 a 79 anos, Cor ou raça é branca",BIGINT,,,,
"Pessoas alfabetizadas, 70 a 79 anos, Cor ou raça é preta",BIGINT,,,,
"Pessoas alfabetizadas, 70 a 79 anos, Cor ou raça é amarela",BIGINT,,,,
"Pessoas alfabetizadas, 70 a 79 anos, Cor ou raça é parda",BIGINT,,,,
"Pessoas alfabetizadas, 70 a 79 anos, Cor ou raça é indígena",BIGINT,,,,
"Pessoas alfabetizadas, 80 anos ou mais, Cor ou raça é branca",BIGINT,,,,
"Pessoas alfabetizadas, 80 anos ou mais, Cor ou raça é preta",BIGINT,,,,
"Pessoas alfabetizadas, 80 anos ou mais, Cor ou raça é amarela",BIGINT,,,,
"Pessoas alfabetizadas, 80 anos ou mais, Cor ou raça é parda",BIGINT,,,,
"Pessoas alfabetizadas, 80 anos ou mais, Cor ou raça é indígena",BIGINT,,,,
"Pessoas alfabetizadas, Sexo masculino, 15 a 19 anos",BIGINT,,,,
"Pessoas alfabetizadas, Sexo masculino, 20 a 24 anos",BIGINT,,,,
"Pessoas alfabetizadas, Sexo masculino, 25 a 29 anos",BIGINT,,,,
"Pessoas alfabetizadas, Sexo masculino, 30 a 34 anos",BIGINT,,,,
"Pessoas alfabetizadas, Sexo masculino, 35 a 39 anos",BIGINT,,,,
"Pessoas alfabetizadas, Sexo masculino, 40 a 44 anos",BIGINT,,,,
"Pessoas alfabetizadas, Sexo masculino, 45 a 49 anos",BIGINT,,,,
"Pessoas alfabetizadas, Sexo masculino, 50 a 54 anos",BIGINT,,,,
"Pessoas alfabetizadas, Sexo masculino, 55 a 59 anos",BIGINT,,,,
"Pessoas alfabetizadas, Sexo masculino, 60 a 64 anos",BIGINT,,,,
"Pessoas alfabetizadas, Sexo masculino, 65 a 69 anos",BIGINT,,,,
"Pessoas alfabetizadas, Sexo masculino, 70 a 79 anos",BIGINT,,,,
"Pessoas alfabetizadas, Sexo masculino, 80 anos ou mais",BIGINT,,,,
"Pessoas alfabetizadas, Sexo feminino, 15 a 19 anos",BIGINT,,,,
"Pessoas alfabetizadas, Sexo feminino, 20 a 24 anos",BIGINT,,,,
"Pessoas alfabetizadas, Sexo feminino, 25 a 29 anos",BIGINT,,,,
"Pessoas alfabetizadas, Sexo feminino, 30 a 34 anos",BIGINT,,,,
"Pessoas alfabetizadas, Sexo feminino, 35 a 39 anos",BIGINT,,,,
"Pessoas alfabetizadas, Sexo feminino, 40 a 44 anos",BIGINT,,,,
"Pessoas alfabetizadas, Sexo feminino, 45 a 49 anos",BIGINT,,,,
"Pessoas alfabetizadas, Sexo feminino, 50 a 54 anos",BIGINT,,,,
"Pessoas alfabetizadas, Sexo feminino, 55 a 59 anos",BIGINT,,,,
"Pessoas alfabetizadas, Sexo feminino, 60 a 64 anos",BIGINT,,,,
"Pessoas alfabetizadas, Sexo feminino, 65 a 69 anos",BIGINT,,,,
"Pessoas alfabetizadas, Sexo feminino, 70 a 79 anos",BIGINT,,,,
"Pessoas alfabetizadas, Sexo feminino, 80 anos ou mais",BIGINT,,,,
"15 a 29 anos, Morador sabe ler e escrever",BIGINT,,,,
"15 a 29 anos, Morador não sabe ler e escrever",BIGINT,,,,
"30 a 59 anos, Morador sabe ler e escrever",BIGINT,,,,
"30 a 59 anos, Morador não sabe ler e escrever",BIGINT,,,,
"60 anos ou mais, Morador sabe ler e escrever",BIGINT,,,,
"60 anos ou mais, Morador não sabe ler e escrever",BIGINT,,,,
"Sexo masculino, 15 a 29 anos, Morador sabe ler e escrever",BIGINT,,,,
"Sexo masculino, 15 a 29 anos, Morador não sabe ler e escrever",BIGINT,,,,
"Sexo masculino, 30 a 59 anos, Morador sabe ler e escrever",BIGINT,,,,
"Sexo masculino, 30 a 59 anos, Morador não sabe ler e escrever",BIGINT,,,,
"Sexo masculino, 60 anos ou mais, Morador sabe ler e escrever",BIGINT,,,,
"Sexo masculino, 60 anos ou mais, Morador não sabe ler e escrever",BIGINT,,,,
"Sexo feminino, 15 a 29 anos, Morador sabe ler e escrever",BIGINT,,,,
"Sexo feminino, 15 a 29 anos, Morador não sabe ler e escrever",BIGINT,,,,
"Sexo feminino, 30 a 59 anos, Morador sabe ler e escrever",BIGINT,,,,
"Sexo feminino, 30 a 59 anos, Morador não sabe ler e escrever",BIGINT,,,,
"Sexo feminino, 60 anos ou mais, Morador sabe ler e escrever",BIGINT,,,,
"Sexo feminino, 60 anos ou mais, Morador não sabe ler e escrever",BIGINT,,,,
"15 a 29 anos, Cor ou raça é branca, Morador sabe ler e escrever",BIGINT,,,,
"15 a 29 anos, Cor ou raça é branca, Morador não sabe ler e escrever",BIGINT,,,,
"15 a 29 anos, Cor ou raça é preta, Morador sabe ler e escrever",BIGINT,,,,
"15 a 29 anos, Cor ou raça é preta, Morador não sabe ler e escrever",BIGINT,,,,
"15 a 29 anos, Cor ou raça é amarela, Morador sabe ler e escrever",BIGINT,,,,
"15 a 29 anos, Cor ou raça é amarela, Morador não sabe ler e escrever",BIGINT,,,,
"15 a 29 anos, Cor ou raça é parda, Morador sabe ler e escrever",BIGINT,,,,
"15 a 29 anos, Cor ou raça é parda, Morador não sabe ler e escrever",BIGINT,,,,
"15 a 29 anos, Cor ou raça é indígena, Morador sabe ler e escrever",BIGINT,,,,
"15 a 29 anos, Cor ou raça é indígena, Morador não sabe ler e escrever",BIGINT,,,,
"30 a 59 anos, Cor ou raça é branca, Morador sabe ler e escrever",BIGINT,,,,
"30 a 59 anos, Cor ou raça é branca, Morador não sabe ler e escrever",BIGINT,,,,
"30 a 59 anos, Cor ou raça é preta, Morador sabe ler e escrever",BIGINT,,,,
"30 a 59 anos, Cor ou raça é preta, Morador não sabe ler e escrever",BIGINT,,,,
"30 a 59 anos, Cor ou raça é amarela, Morador sabe ler e escrever",BIGINT,,,,
"30 a 59 anos, Cor ou raça é amarela, Morador não sabe ler e escrever",BIGINT,,,,
"30 a 59 anos, Cor ou raça é parda, Morador sabe ler e escrever",BIGINT,,,,
"30 a 59 anos, Cor ou raça é parda, Morador não sabe ler e escrever",BIGINT,,,,
"30 a 59 anos, Cor ou raça é indígena, Morador sabe ler e escrever",BIGINT,,,,
"30 a 59 anos, Cor ou raça é indígena, Morador não sabe ler e escrever",BIGINT,,,,
"60 anos ou mais, Cor ou raça é branca, Morador sabe ler e escrever",BIGINT,,,,
"60 anos ou mais, Cor ou raça é branca, Morador não sabe ler e escrever",BIGINT,,,,
"60 anos ou mais, Cor ou raça é preta, Morador sabe ler e escrever",BIGINT,,,,
"60 anos ou mais, Cor ou raça é preta, Morador não sabe ler e escrever",BIGINT,,,,
"60 anos ou mais, Cor ou raça é amarela, Morador sabe ler e escrever",BIGINT,,,,
"60 anos ou mais, Cor ou raça é amarela, Morador não sabe ler e escrever",BIGINT,,,,
"60 anos ou mais, Cor ou raça é parda, Morador sabe ler e escrever",BIGINT,,,,
"60 anos ou mais, Cor ou raça é parda, Morador não sabe ler e escrever",BIGINT,,,,
"60 anos ou mais, Cor ou raça é indígena, Morador sabe ler e escrever",BIGINT,,,,
"60 anos ou mais, Cor ou raça é indígena, Morador não sabe ler e escrever",BIGINT,,,,
"15 anos ou mais, Morador sabe ler e escrever",BIGINT,,,,
"15 anos ou mais, Morador não sabe ler e escrever",BIGINT,,,,
"15 anos ou mais, Cor ou raça é branca, Morador sabe ler e escrever",BIGINT,,,,
"15 anos ou mais, Cor ou raça é branca, Morador não sabe ler e escrever",BIGINT,,,,
"15 anos ou mais, Cor ou raça é preta, Morador sabe ler e escrever",BIGINT,,,,
"15 anos ou mais, Cor ou raça é preta, Morador não sabe ler e escrever",BIGINT,,,,
"15 anos ou mais, Cor ou raça é amarela, Morador sabe ler e escrever",BIGINT,,,,
"15 anos ou mais, Cor ou raça é amarela, Morador não sabe ler e escrever",BIGINT,,,,
"15 anos ou mais, Cor ou raça é parda, Morador sabe ler e escrever",BIGINT,,,,
"15 anos ou mais, Cor ou raça é parda, Morador não sabe ler e escrever",BIGINT,,,,
"15 anos ou mais, Cor ou raça é indígena, Morador sabe ler e escrever",BIGINT,,,,
"15 anos ou mais, Cor ou raça é indígena, Morador não sabe ler e escrever",BIGINT,,,,
"Sexo masculino, 15 anos ou mais, Morador sabe ler e escrever",BIGINT,,,,
"Sexo masculino, 15 anos ou mais, Morador não sabe ler e escrever",BIGINT,,,,
"Sexo feminino, 15 anos ou mais, Morador sabe ler e escrever",BIGINT,,,,
"Sexo feminino, 15 anos ou mais, Morador não sabe ler e escrever",BIGINT,,,,
"Sexo masculino, 15 anos ou mais, Cor ou raça é branca, Morador sabe ler e escrever",BIGINT,,,,
"Sexo masculino, 15 anos ou mais, Cor ou raça é branca, Morador não sabe ler e escrever",BIGINT,,,,
"Sexo masculino, 15 anos ou mais, Cor ou raça é preta, Morador sabe ler e escrever",BIGINT,,,,
"Sexo masculino, 15 anos ou mais, Cor ou raça é preta, Morador não sabe ler e escrever",BIGINT,,,,
"Sexo masculino, 15 anos ou mais, Cor ou raça é amarela, Morador sabe ler e escrever",BIGINT,,,,
"Sexo masculino, 15 anos ou mais, Cor ou raça é amarela, Morador não sabe ler e escrever",BIGINT,,,,
"Sexo masculino, 15 anos ou mais, Cor ou raça é parda, Morador sabe ler e escrever",BIGINT,,,,
"Sexo masculino, 15 anos ou mais, Cor ou raça é parda, Morador não sabe ler e escrever",BIGINT,,,,
"Sexo masculino, 15 anos ou mais, Cor ou raça é indígena, Morador sabe ler e escrever",BIGINT,,,,
"Sexo masculino, 15 anos ou mais, Cor ou raça é indígena, Morador não sabe ler e escrever",BIGINT,,,,
"Sexo feminino, 15 anos ou mais, Cor ou raça é branca, Morador sabe ler e escrever",BIGINT,,,,
"Sexo feminino, 15 anos ou mais, Cor ou raça é branca, Morador não sabe ler e escrever",BIGINT,,,,
"Sexo feminino, 15 anos ou mais, Cor ou raça é preta, Morador sabe ler e escrever",BIGINT,,,,
"Sexo feminino, 15 anos ou mais, Cor ou raça é preta, Morador não sabe ler e escrever",BIGINT,,,,
"Sexo feminino, 15 anos ou mais, Cor ou raça é amarela, Morador sabe ler e escrever",BIGINT,,,,
"Sexo feminino, 15 anos ou mais, Cor ou raça é amarela, Morador não sabe ler e escrever",BIGINT,,,,
"Sexo feminino, 15 anos ou mais, Cor ou raça é parda, Morador sabe ler e escrever",BIGINT,,,,
"Sexo feminino, 15 anos ou mais, Cor ou raça é parda, Morador não sabe ler e escrever",BIGINT,,,,
"Sexo feminino, 15 anos ou mais, Cor ou raça é indígena, Morador sabe ler e escrever",BIGINT,,,,
"Sexo feminino, 15 anos ou mais, Cor ou raça é indígena, Morador não sabe ler e escrever",BIGINT,,,,
"Pessoa responsável pelo domicílio, 15 a 19 anos, Morador sabe ler e escrever",BIGINT,,,,
"Pessoa responsável pelo domicílio, 15 a 19 anos, Morador não sabe ler e escrever",BIGINT,,,,
"Pessoa responsável pelo domicílio, 20 a 24 anos, Morador sabe ler e escrever",BIGINT,,,,
"Pessoa responsável pelo domicílio, 20 a 24 anos, Morador não sabe ler e escrever",BIGINT,,,,
"Pessoa responsável pelo domicílio, 25 a 29 anos, Morador sabe ler e escrever",BIGINT,,,,
"Pessoa responsável pelo domicílio, 25 a 29 anos, Morador não sabe ler e escrever",BIGINT,,,,
"Pessoa responsável pelo domicílio, 30 a 34 anos, Morador sabe ler e escrever",BIGINT,,,,
"Pessoa responsável pelo domicílio, 30 a 34 anos, Morador não sabe ler e escrever",BIGINT,,,,
"Pessoa responsável pelo domicílio, 35 a 39 anos, Morador sabe ler e escrever",BIGINT,,,,
"Pessoa responsável pelo domicílio, 35 a 39 anos, Morador não sabe ler e escrever",BIGINT,,,,
"Pessoa responsável pelo domicílio, 40 a 44 anos, Morador sabe ler e escrever",BIGINT,,,,
"Pessoa responsável pelo domicílio, 40 a 44 anos, Morador não sabe ler e escrever",BIGINT,,,,
"Pessoa responsável pelo domicílio, 45 a 49 anos, Morador sabe ler e escrever",BIGINT,,,,
"Pessoa responsável pelo domicílio, 45 a 49 anos, Morador não sabe ler e escrever",BIGINT,,,,
"Pessoa responsável pelo domicílio, 50 a 54 anos, Morador sabe ler e escrever",BIGINT,,,,
"Pessoa responsável pelo domicílio, 50 a 54 anos, Morador não sabe ler e escrever",BIGINT,,,,
"Pessoa responsável pelo domicílio, 55 a 59 anos, Morador sabe ler e escrever",BIGINT,,,,
"Pessoa responsável pelo domicílio, 55 a 59 anos, Morador não sabe ler e escrever",BIGINT,,,,
"Pessoa responsável pelo domicílio, 60 a 64 anos, Morador sabe ler e escrever",BIGINT,,,,
"Pessoa responsável pelo domicílio, 60 a 64 anos, Morador não sabe ler e escrever",BIGINT,,,,
"Pessoa responsável pelo domicílio, 65 a 69 anos, Morador sabe ler e escrever",BIGINT,,,,
"Pessoa responsável pelo domicílio, 65 a 69 anos, Morador não sabe ler e escrever",BIGINT,,,,
"Pessoa responsável pelo domicílio, 70 a 79 anos, Morador sabe ler e escrever",BIGINT,,,,
"Pessoa responsável pelo domicílio, 70 a 79 anos, Morador não sabe ler e escrever",BIGINT,,,,
"Pessoa responsável pelo domicílio, 80 anos ou mais, Morador sabe ler e escrever",BIGINT,,,,
"Pessoa responsável pelo domicílio, 80 anos ou mais, Morador não sabe ler e escrever",BIGINT,,,,
"Pessoa responsável pelo domicílio, 15 anos ou mais, Cor ou raça é branca, Morador sabe ler e escrever",BIGINT,,,,
"Pessoa responsável pelo domicílio, 15 anos ou mais, Cor ou raça é branca, Morador não sabe ler e escrever",BIGINT,,,,
"Pessoa responsável pelo domicílio, 15 anos ou mais, Cor ou raça é preta, Morador sabe ler e escrever",BIGINT,,,,
"Pessoa responsável pelo domicílio, 15 anos ou mais, Cor ou raça é preta, Morador não sabe ler e escrever",BIGINT,,,,
"Pessoa responsável pelo domicílio, 15 anos ou mais, Cor ou raça é amarela, Morador sabe ler e escrever",BIGINT,,,,
"Pessoa responsável pelo domicílio, 15 anos ou mais, Cor ou raça é amarela, Morador não sabe ler e escrever",BIGINT,,,,
"Pessoa responsável pelo domicílio, 15 anos ou mais, Cor ou raça é parda, Morador sabe ler e escrever",BIGINT,,,,
"Pessoa responsável pelo domicílio, 15 anos ou mais, Cor ou raça é parda, Morador não sabe ler e escrever",BIGINT,,,,
"Pessoa responsável pelo domicílio, 15 anos ou mais, Cor ou raça é indígena, Morador sabe ler e escrever",BIGINT,,,,
"Pessoa responsável pelo domicílio, 15 anos ou mais, Cor ou raça é indígena, Morador não sabe ler e escrever",BIGINT,,,,
"Pessoa responsável pelo domicílio, Sexo masculino, 15 a 29 anos, Morador sabe ler e escrever",BIGINT,,,,
"Pessoa responsável pelo domicílio, Sexo masculino, 15 a 29 anos, Morador não sabe ler e escrever",BIGINT,,,,
"Pessoa responsável pelo domicílio, Sexo masculino, 30 a 59 anos, Morador sabe ler e escrever",BIGINT,,,,
"Pessoa responsável pelo domicílio, Sexo masculino, 30 a 59 anos, Morador não sabe ler e escrever",BIGINT,,,,
"Pessoa responsável pelo domicílio, Sexo masculino, 60 anos ou mais, Morador sabe ler e escrever",BIGINT,,,,
"Pessoa responsável pelo domicílio, Sexo masculino, 60 anos ou mais, Morador não sabe ler e escrever",BIGINT,,,,
"Pessoa responsável pelo domicílio, Sexo feminino, 15 a 29 anos, Morador sabe ler e escrever",BIGINT,,,,
"Pessoa responsável pelo domicílio, Sexo feminino, 15 a 29 anos, Morador não sabe ler e escrever",BIGINT,,,,
"Pessoa responsável pelo domicílio, Sexo feminino, 30 a 59 anos, Morador sabe ler e escrever",BIGINT,,,,
"Pessoa responsável pelo domicílio, Sexo feminino, 30 a 59 anos, Morador não sabe ler e escrever",BIGINT,,,,
"Pessoa responsável pelo domicílio, Sexo feminino, 60 anos ou mais, Morador sabe ler e escrever",BIGINT,,,,
"Pessoa responsável pelo domicílio, Sexo feminino, 60 anos ou mais, Morador não sabe ler e escrever",BIGINT,,,,
"Pessoa responsável pelo domicílio, 15 anos ou mais, Morador sabe ler e escrever",BIGINT,,,,
"Pessoa responsável pelo domicílio, 15 anos ou mais, Morador não sabe ler e escrever",BIGINT,,,,
"Pessoa responsável pelo domicílio, Sexo masculino, 15 anos ou mais, Morador sabe ler e escrever",BIGINT,,,,
"Pessoa responsável pelo domicílio, Sexo masculino, 15 anos ou mais, Morador não sabe ler e escrever",BIGINT,,,,
"Pessoa responsável pelo domicílio, Sexo feminino, 15 anos ou mais, Morador sabe ler e escrever",BIGINT,,,,
"Pessoa responsável pelo domicílio, Sexo feminino, 15 anos ou mais, Morador não sabe ler e escrever",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Pessoa responsável pelo domicílio, Pessoas alfabetizadas, Sexo masculino, 15 anos ou mais",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Pessoa responsável pelo domicílio, Pessoas alfabetizadas, Sexo feminino, 15 anos ou mais",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Cônjuges ou companheiros(as) (de sexo diferente e do mesmo sexo da pessoa responsável), Pessoas alfabetizadas, Sexo masculino, 15 anos ou mais",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Cônjuges ou companheiros(as) (de sexo diferente e do mesmo sexo da pessoa responsável), Pessoas alfabetizadas, Sexo feminino, 15 anos ou mais",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Filhos(as) ou enteados(as), Pessoas alfabetizadas, Sexo masculino, 15 anos ou mais",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Filhos(as) ou enteados(as), Pessoas alfabetizadas, Sexo feminino, 15 anos ou mais",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Pais, mães ou sogros(as), Pessoas alfabetizadas, Sexo masculino, 15 anos ou mais",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Pais, mães ou sogros(as), Pessoas alfabetizadas, Sexo feminino, 15 anos ou mais",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Netos(as) ou bisnetos(as), Pessoas alfabetizadas, Sexo masculino, 15 anos ou mais",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Netos(as) ou bisnetos(as), Pessoas alfabetizadas, Sexo feminino, 15 anos ou mais",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Irmãos ou irmãs, Pessoas alfabetizadas, Sexo masculino, 15 anos ou mais",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Irmãos ou irmãs, Pessoas alfabetizadas, Sexo feminino, 15 anos ou mais",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Outros parentes, Pessoas alfabetizadas, Sexo masculino, 15 anos ou mais",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Outros parentes, Pessoas alfabetizadas, Sexo feminino, 15 anos ou mais",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Convivente, Pessoas alfabetizadas, Sexo masculino, 15 anos ou mais",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Convivente, Pessoas alfabetizadas, Sexo feminino, 15 anos ou mais",BIGINT,,,,
